,username,talking_about_count,time
197851,chipotle,41827,2015-10-30 04:00:00+00
197995,DunkinDonuts,3349,2015-10-30 04:00:00+00
198265,Dominos,22191,2015-10-30 04:00:00+00
198319,burgerking,153515,2015-10-30 04:00:00+00
198907,burgerking,154717,2015-10-31 04:00:00+00
199004,Dominos,22191,2015-10-31 04:00:00+00
199315,DunkinDonuts,3438,2015-10-31 04:00:00+00
199379,chipotle,43761,2015-10-31 04:00:00+00
200054,Dominos,25116,2015-11-01 04:00:00+00
200627,DunkinDonuts,3438,2015-11-01 04:00:00+00
201003,burgerking,154717,2015-11-01 04:00:00+00
201038,chipotle,43761,2015-11-01 04:00:00+00
201643,burgerking,152515,2015-11-02 05:00:00+00
201703,Dominos,25116,2015-11-02 05:00:00+00
201994,DunkinDonuts,3386,2015-11-02 05:00:00+00
202197,chipotle,37322,2015-11-02 05:00:00+00
202486,DunkinDonuts,3386,2015-11-03 05:00:00+00
202539,chipotle,37322,2015-11-03 05:00:00+00
202894,burgerking,152515,2015-11-03 05:00:00+00
202952,Dominos,25116,2015-11-03 05:00:00+00
203377,chipotle,37322,2015-11-04 05:00:00+00
203505,DunkinDonuts,3386,2015-11-04 05:00:00+00
204196,Dominos,25116,2015-11-04 05:00:00+00
204402,burgerking,152515,2015-11-04 05:00:00+00
205046,chipotle,33984,2015-11-05 05:00:00+00
205108,DunkinDonuts,3258,2015-11-05 05:00:00+00
205453,Dominos,26564,2015-11-05 05:00:00+00
205552,burgerking,153681,2015-11-05 05:00:00+00
205841,chipotle,39109,2015-11-06 05:00:00+00
206117,burgerking,150036,2015-11-06 05:00:00+00
206163,Dominos,29168,2015-11-06 05:00:00+00
206693,DunkinDonuts,3194,2015-11-06 05:00:00+00
207127,Dominos,29168,2015-11-07 05:00:00+00
207185,burgerking,150036,2015-11-07 05:00:00+00
207537,chipotle,39109,2015-11-07 05:00:00+00
207566,DunkinDonuts,3194,2015-11-07 05:00:00+00
207888,Dominos,31115,2015-11-08 05:00:00+00
208046,chipotle,29984,2015-11-08 05:00:00+00
208271,burgerking,128066,2015-11-08 05:00:00+00
208736,DunkinDonuts,3020,2015-11-08 05:00:00+00
208995,DunkinDonuts,3020,2015-11-09 05:00:00+00
209566,burgerking,128066,2015-11-09 05:00:00+00
209573,Dominos,31115,2015-11-09 05:00:00+00
209843,chipotle,29984,2015-11-09 05:00:00+00
210553,DunkinDonuts,3044,2015-11-10 05:00:00+00
210683,burgerking,65610,2015-11-10 05:00:00+00
210857,Dominos,28520,2015-11-10 05:00:00+00
210908,chipotle,6203,2015-11-10 05:00:00+00
211505,DunkinDonuts,3044,2015-11-11 05:00:00+00
211970,Dominos,28520,2015-11-11 05:00:00+00
211979,chipotle,6203,2015-11-11 05:00:00+00
212171,burgerking,65610,2015-11-11 05:00:00+00
212510,Dominos,28520,2015-11-12 05:00:00+00
212534,chipotle,6203,2015-11-12 05:00:00+00
212557,burgerking,65610,2015-11-12 05:00:00+00
213293,DunkinDonuts,3044,2015-11-12 05:00:00+00
213671,burgerking,32994,2015-11-13 05:00:00+00
213764,Dominos,28520,2015-11-13 05:00:00+00
214164,DunkinDonuts,3046,2015-11-13 05:00:00+00
214654,chipotle,5935,2015-11-13 05:00:00+00
214767,chipotle,6298,2015-11-14 05:00:00+00
214964,burgerking,30174,2015-11-14 05:00:00+00
215138,Dominos,26699,2015-11-14 05:00:00+00
215722,DunkinDonuts,3021,2015-11-14 05:00:00+00
215995,chipotle,6845,2015-11-15 05:00:00+00
216065,Dominos,27220,2015-11-15 05:00:00+00
216489,DunkinDonuts,3137,2015-11-15 05:00:00+00
217175,burgerking,35340,2015-11-15 05:00:00+00
217353,chipotle,6845,2015-11-16 05:00:00+00
217667,Dominos,27220,2015-11-16 05:00:00+00
217872,DunkinDonuts,3137,2015-11-16 05:00:00+00
217956,burgerking,35340,2015-11-16 05:00:00+00
218767,DunkinDonuts,3206,2015-11-17 05:00:00+00
219383,chipotle,11423,2015-11-17 05:00:00+00
219704,burgerking,31893,2015-11-17 05:00:00+00
219746,Dominos,27483,2015-11-17 05:00:00+00
220626,burgerking,28817,2015-11-18 05:00:00+00
220730,DunkinDonuts,3176,2015-11-18 05:00:00+00
220894,chipotle,11445,2015-11-18 05:00:00+00
220962,Dominos,27855,2015-11-18 05:00:00+00
221628,DunkinDonuts,3156,2015-11-19 05:00:00+00
222119,burgerking,26992,2015-11-19 05:00:00+00
222798,Dominos,27855,2015-11-19 05:00:00+00
222813,chipotle,12485,2015-11-19 05:00:00+00
223476,Dominos,27100,2015-11-20 05:00:00+00
223553,burgerking,27226,2015-11-20 05:00:00+00
223949,chipotle,14640,2015-11-20 05:00:00+00
224210,DunkinDonuts,3130,2015-11-20 05:00:00+00
224543,chipotle,14640,2015-11-21 05:00:00+00
225017,Dominos,27100,2015-11-21 05:00:00+00
225033,burgerking,27226,2015-11-21 05:00:00+00
225180,DunkinDonuts,3130,2015-11-21 05:00:00+00
226261,chipotle,18713,2015-11-22 05:00:00+00
226327,Dominos,27100,2015-11-22 05:00:00+00
226337,burgerking,53986,2015-11-22 05:00:00+00
227478,DunkinDonuts,2905,2015-11-22 05:00:00+00
228570,DunkinDonuts,2905,2015-11-23 05:00:00+00
228730,burgerking,53986,2015-11-23 05:00:00+00
228747,Dominos,26819,2015-11-23 05:00:00+00
229244,chipotle,18713,2015-11-23 05:00:00+00
229449,burgerking,53986,2015-11-24 05:00:00+00
230323,DunkinDonuts,2905,2015-11-24 05:00:00+00
230857,Dominos,26819,2015-11-24 05:00:00+00
230890,chipotle,18713,2015-11-24 05:00:00+00
230992,chipotle,16571,2015-11-25 05:00:00+00
231535,Dominos,26576,2015-11-25 05:00:00+00
231578,burgerking,69948,2015-11-25 05:00:00+00
231825,DunkinDonuts,2858,2015-11-25 05:00:00+00
232910,DunkinDonuts,2858,2015-11-26 05:00:00+00
234123,burgerking,69948,2015-11-26 05:00:00+00
234132,Dominos,26576,2015-11-26 05:00:00+00
234198,chipotle,16571,2015-11-26 05:00:00+00
235317,DunkinDonuts,2858,2015-11-27 05:00:00+00
235550,burgerking,69948,2015-11-27 05:00:00+00
235571,Dominos,26291,2015-11-27 05:00:00+00
236072,chipotle,16571,2015-11-27 05:00:00+00
236265,DunkinDonuts,2657,2015-11-28 05:00:00+00
237165,chipotle,14715,2015-11-28 05:00:00+00
237240,burgerking,153786,2015-11-28 05:00:00+00
237330,Dominos,26786,2015-11-28 05:00:00+00
237464,McDonalds,15149,2015-11-28 05:00:00+00
238081,DunkinDonuts,2657,2015-11-29 05:00:00+00
238378,burgerking,172764,2015-11-29 05:00:00+00
238786,Dominos,26185,2015-11-29 05:00:00+00
238910,chipotle,6372,2015-11-29 05:00:00+00
239194,sonicdrivein,9482,2015-11-29 05:00:00+00
239470,McDonalds,15149,2015-11-29 05:00:00+00
240385,McDonalds,15277,2015-11-30 05:00:00+00
240478,Dominos,28445,2015-11-30 05:00:00+00
240509,chipotle,3867,2015-11-30 05:00:00+00
240680,burgerking,169482,2015-11-30 05:00:00+00
240844,sonicdrivein,9382,2015-11-30 05:00:00+00
241372,DunkinDonuts,2628,2015-11-30 05:00:00+00
241742,chipotle,3558,2015-12-01 05:00:00+00
241823,McDonalds,15560,2015-12-01 05:00:00+00
242589,DunkinDonuts,2628,2015-12-01 05:00:00+00
242607,tacobell,20614,2015-12-01 05:00:00+00
242644,KFC,105870,2015-12-01 05:00:00+00
242649,PizzaHut,7328,2015-12-01 05:00:00+00
242974,sonicdrivein,10356,2015-12-01 05:00:00+00
243593,wendys,167961,2015-12-01 05:00:00+00
243633,burgerking,153765,2015-12-01 05:00:00+00
243708,Dominos,65193,2015-12-01 05:00:00+00
244120,DunkinDonuts,2633,2015-12-02 05:00:00+00
244147,tacobell,20614,2015-12-02 05:00:00+00
244197,KFC,105870,2015-12-02 05:00:00+00
244203,PizzaHut,7328,2015-12-02 05:00:00+00
244508,wendys,166066,2015-12-02 05:00:00+00
244673,sonicdrivein,11283,2015-12-02 05:00:00+00
244886,burgerking,153765,2015-12-02 05:00:00+00
244947,Dominos,102624,2015-12-02 05:00:00+00
245013,chipotle,3558,2015-12-02 05:00:00+00
245125,McDonalds,15560,2015-12-02 05:00:00+00
245771,burgerking,124239,2015-12-03 05:00:00+00
245909,Dominos,130200,2015-12-03 05:00:00+00
246305,sonicdrivein,9999,2015-12-03 05:00:00+00
246583,DunkinDonuts,2649,2015-12-03 05:00:00+00
247159,McDonalds,15683,2015-12-03 05:00:00+00
247239,KFC,98945,2015-12-03 05:00:00+00
247393,PizzaHut,7349,2015-12-03 05:00:00+00
247444,chipotle,3403,2015-12-03 05:00:00+00
247451,wendys,162531,2015-12-03 05:00:00+00
247468,tacobell,15952,2015-12-03 05:00:00+00
247696,DunkinDonuts,2678,2015-12-04 05:00:00+00
247723,tacobell,14350,2015-12-04 05:00:00+00
247793,KFC,41765,2015-12-04 05:00:00+00
247802,PizzaHut,7394,2015-12-04 05:00:00+00
248107,wendys,102698,2015-12-04 05:00:00+00
248401,sonicdrivein,8101,2015-12-04 05:00:00+00
248527,Dominos,150741,2015-12-04 05:00:00+00
248688,burgerking,126291,2015-12-04 05:00:00+00
248850,chipotle,4127,2015-12-04 05:00:00+00
248987,McDonalds,15790,2015-12-04 05:00:00+00
249979,PizzaHut,7394,2015-12-05 05:00:00+00
250005,chipotle,4127,2015-12-05 05:00:00+00
250041,tacobell,14350,2015-12-05 05:00:00+00
250170,wendys,102698,2015-12-05 05:00:00+00
250182,KFC,41765,2015-12-05 05:00:00+00
250282,McDonalds,15790,2015-12-05 05:00:00+00
250774,DunkinDonuts,2678,2015-12-05 05:00:00+00
251123,sonicdrivein,8101,2015-12-05 05:00:00+00
251161,Dominos,150741,2015-12-05 05:00:00+00
251707,burgerking,126291,2015-12-05 05:00:00+00
251798,Dominos,166514,2015-12-06 05:00:00+00
252013,burgerking,128319,2015-12-06 05:00:00+00
252073,DunkinDonuts,2725,2015-12-06 05:00:00+00
252299,PizzaHut,7404,2015-12-06 05:00:00+00
252357,chipotle,4820,2015-12-06 05:00:00+00
252472,tacobell,14451,2015-12-06 05:00:00+00
252702,KFC,43541,2015-12-06 05:00:00+00
252897,McDonalds,15828,2015-12-06 05:00:00+00
252911,wendys,110804,2015-12-06 05:00:00+00
253385,sonicdrivein,8211,2015-12-06 05:00:00+00
253835,chipotle,4820,2015-12-07 05:00:00+00
253853,wendys,110804,2015-12-07 05:00:00+00
253857,Dominos,179768,2015-12-07 05:00:00+00
254262,tacobell,14986,2015-12-07 05:00:00+00
254287,KFC,43541,2015-12-07 05:00:00+00
254289,PizzaHut,7404,2015-12-07 05:00:00+00
254492,sonicdrivein,8375,2015-12-07 05:00:00+00
254897,burgerking,129403,2015-12-07 05:00:00+00
255081,McDonalds,15828,2015-12-07 05:00:00+00
255507,DunkinDonuts,2725,2015-12-07 05:00:00+00
255990,chipotle,5840,2015-12-08 05:00:00+00
256148,wendys,121762,2015-12-08 05:00:00+00
256239,sonicdrivein,8375,2015-12-08 05:00:00+00
256515,McDonalds,15570,2015-12-08 05:00:00+00
256631,Dominos,179768,2015-12-08 05:00:00+00
257089,burgerking,129403,2015-12-08 05:00:00+00
257451,DunkinDonuts,2788,2015-12-08 05:00:00+00
257475,tacobell,14986,2015-12-08 05:00:00+00
257569,KFC,23228,2015-12-08 05:00:00+00
257578,PizzaHut,7257,2015-12-08 05:00:00+00
257881,Dominos,179768,2015-12-09 05:00:00+00
257895,burgerking,129403,2015-12-09 05:00:00+00
257984,wendys,121762,2015-12-09 05:00:00+00
258362,chipotle,5840,2015-12-09 05:00:00+00
258589,sonicdrivein,8375,2015-12-09 05:00:00+00
258930,PizzaHut,7257,2015-12-09 05:00:00+00
258937,KFC,23228,2015-12-09 05:00:00+00
258982,tacobell,14986,2015-12-09 05:00:00+00
258994,DunkinDonuts,2788,2015-12-09 05:00:00+00
259759,McDonalds,15570,2015-12-09 05:00:00+00
260051,Dominos,109854,2015-12-10 05:00:00+00
260285,tacobell,14866,2015-12-10 05:00:00+00
260427,DunkinDonuts,2786,2015-12-10 05:00:00+00
260458,wendys,125071,2015-12-10 05:00:00+00
260856,burgerking,159103,2015-12-10 05:00:00+00
260959,sonicdrivein,12172,2015-12-10 05:00:00+00
261029,McDonalds,15286,2015-12-10 05:00:00+00
261255,PizzaHut,7053,2015-12-10 05:00:00+00
261368,KFC,53781,2015-12-10 05:00:00+00
261495,chipotle,7528,2015-12-10 05:00:00+00
262110,PizzaHut,7143,2015-12-11 05:00:00+00
262113,KFC,55437,2015-12-11 05:00:00+00
262199,tacobell,14887,2015-12-11 05:00:00+00
262219,DunkinDonuts,2811,2015-12-11 05:00:00+00
262454,Dominos,109854,2015-12-11 05:00:00+00
262670,burgerking,173044,2015-12-11 05:00:00+00
263211,wendys,158909,2015-12-11 05:00:00+00
263470,sonicdrivein,12172,2015-12-11 05:00:00+00
263516,McDonalds,15286,2015-12-11 05:00:00+00
263758,chipotle,9205,2015-12-11 05:00:00+00
264330,DunkinDonuts,2811,2015-12-12 05:00:00+00
264607,Dominos,109854,2015-12-12 05:00:00+00
264658,chipotle,9205,2015-12-12 05:00:00+00
265126,McDonalds,15286,2015-12-12 05:00:00+00
265233,sonicdrivein,12948,2015-12-12 05:00:00+00
265415,wendys,158909,2015-12-12 05:00:00+00
265487,tacobell,14887,2015-12-12 05:00:00+00
265490,KFC,55437,2015-12-12 05:00:00+00
265491,PizzaHut,7143,2015-12-12 05:00:00+00
265606,burgerking,173044,2015-12-12 05:00:00+00
265987,chipotle,8680,2015-12-13 05:00:00+00
266225,PizzaHut,7039,2015-12-13 05:00:00+00
266227,KFC,51318,2015-12-13 05:00:00+00
266304,DunkinDonuts,2775,2015-12-13 05:00:00+00
266337,tacobell,14718,2015-12-13 05:00:00+00
266389,sonicdrivein,14966,2015-12-13 05:00:00+00
266453,Dominos,91555,2015-12-13 05:00:00+00
266789,McDonalds,15082,2015-12-13 05:00:00+00
267571,wendys,178701,2015-12-13 05:00:00+00
267718,burgerking,173481,2015-12-13 05:00:00+00
268452,tacobell,14614,2015-12-14 05:00:00+00
268471,DunkinDonuts,2790,2015-12-14 05:00:00+00
268518,KFC,49083,2015-12-14 05:00:00+00
268520,PizzaHut,7234,2015-12-14 05:00:00+00
268690,chipotle,8246,2015-12-14 05:00:00+00
269510,McDonalds,15097,2015-12-14 05:00:00+00
269734,Dominos,80311,2015-12-14 05:00:00+00
269778,sonicdrivein,15084,2015-12-14 05:00:00+00
269855,burgerking,175014,2015-12-14 05:00:00+00
269877,wendys,186212,2015-12-14 05:00:00+00
270163,DunkinDonuts,2802,2015-12-15 05:00:00+00
270387,burgerking,165197,2015-12-15 05:00:00+00
270588,chipotle,7500,2015-12-15 05:00:00+00
270932,wendys,189634,2015-12-15 05:00:00+00
271020,KFC,18016,2015-12-15 05:00:00+00
271085,PizzaHut,7315,2015-12-15 05:00:00+00
271163,sonicdrivein,14073,2015-12-15 05:00:00+00
271209,Dominos,76790,2015-12-15 05:00:00+00
271279,McDonalds,15082,2015-12-15 05:00:00+00
271827,tacobell,14385,2015-12-15 05:00:00+00
272140,Dominos,76790,2015-12-16 05:00:00+00
272219,sonicdrivein,14073,2015-12-16 05:00:00+00
272293,tacobell,14492,2015-12-16 05:00:00+00
272335,DunkinDonuts,2837,2015-12-16 05:00:00+00
272429,KFC,12780,2015-12-16 05:00:00+00
272444,PizzaHut,7250,2015-12-16 05:00:00+00
272558,wendys,195158,2015-12-16 05:00:00+00
273335,burgerking,165197,2015-12-16 05:00:00+00
273492,chipotle,6999,2015-12-16 05:00:00+00
273731,McDonalds,15185,2015-12-16 05:00:00+00
274362,tacobell,16355,2015-12-17 05:00:00+00
274519,DunkinDonuts,2811,2015-12-17 05:00:00+00
274551,wendys,168133,2015-12-17 05:00:00+00
274832,Dominos,79636,2015-12-17 05:00:00+00
274964,McDonalds,15261,2015-12-17 05:00:00+00
275070,sonicdrivein,13087,2015-12-17 05:00:00+00
275199,chipotle,5096,2015-12-17 05:00:00+00
275260,PizzaHut,7152,2015-12-17 05:00:00+00
275294,KFC,12583,2015-12-17 05:00:00+00
275767,burgerking,141788,2015-12-17 05:00:00+00
276180,chipotle,5096,2015-12-18 05:00:00+00
276408,burgerking,141788,2015-12-18 05:00:00+00
276708,wendys,168133,2015-12-18 05:00:00+00
277412,McDonalds,15261,2015-12-18 05:00:00+00
277759,Dominos,58740,2015-12-18 05:00:00+00
277809,sonicdrivein,8993,2015-12-18 05:00:00+00
277852,DunkinDonuts,2811,2015-12-18 05:00:00+00
277865,tacobell,16355,2015-12-18 05:00:00+00
277959,KFC,11465,2015-12-18 05:00:00+00
277966,PizzaHut,7152,2015-12-18 05:00:00+00
278394,DunkinDonuts,2828,2015-12-19 05:00:00+00
278828,McDonalds,15310,2015-12-19 05:00:00+00
278974,burgerking,134068,2015-12-19 05:00:00+00
279347,sonicdrivein,7352,2015-12-19 05:00:00+00
279914,chipotle,4367,2015-12-19 05:00:00+00
280004,PizzaHut,6951,2015-12-19 05:00:00+00
280010,KFC,14182,2015-12-19 05:00:00+00
280042,tacobell,17137,2015-12-19 05:00:00+00
280210,wendys,141204,2015-12-19 05:00:00+00
280217,Dominos,49777,2015-12-19 05:00:00+00
280981,burgerking,129623,2015-12-20 05:00:00+00
281038,DunkinDonuts,2821,2015-12-20 05:00:00+00
281057,tacobell,17771,2015-12-20 05:00:00+00
281159,KFC,15822,2015-12-20 05:00:00+00
281177,PizzaHut,6796,2015-12-20 05:00:00+00
281260,sonicdrivein,8292,2015-12-20 05:00:00+00
281456,wendys,118258,2015-12-20 05:00:00+00
281476,chipotle,8125,2015-12-20 05:00:00+00
281984,Dominos,42885,2015-12-20 05:00:00+00
282204,McDonalds,15201,2015-12-20 05:00:00+00
282851,wendys,100724,2015-12-21 05:00:00+00
282987,chipotle,13084,2015-12-21 05:00:00+00
283461,Dominos,37393,2015-12-21 05:00:00+00
283734,burgerking,127586,2015-12-21 05:00:00+00
283847,DunkinDonuts,2744,2015-12-21 05:00:00+00
283882,tacobell,32319,2015-12-21 05:00:00+00
284086,KFC,15903,2015-12-21 05:00:00+00
284117,PizzaHut,6291,2015-12-21 05:00:00+00
284289,sonicdrivein,8492,2015-12-21 05:00:00+00
284291,McDonalds,15152,2015-12-21 05:00:00+00
284597,burgerking,125292,2015-12-22 05:00:00+00
284675,sonicdrivein,8515,2015-12-22 05:00:00+00
284724,wendys,87564,2015-12-22 05:00:00+00
284879,Dominos,33013,2015-12-22 05:00:00+00
284952,McDonalds,15423,2015-12-22 05:00:00+00
285836,chipotle,13084,2015-12-22 05:00:00+00
286027,PizzaHut,6291,2015-12-22 05:00:00+00
286035,KFC,15903,2015-12-22 05:00:00+00
286108,tacobell,32319,2015-12-22 05:00:00+00
286117,DunkinDonuts,2699,2015-12-22 05:00:00+00
287346,McDonalds,15329,2015-12-23 05:00:00+00
287811,chipotle,14483,2015-12-23 05:00:00+00
287881,wendys,72355,2015-12-23 05:00:00+00
288124,sonicdrivein,8309,2015-12-23 05:00:00+00
288243,PizzaHut,6094,2015-12-23 05:00:00+00
288263,KFC,38727,2015-12-23 05:00:00+00
288413,tacobell,40294,2015-12-23 05:00:00+00
288436,DunkinDonuts,2658,2015-12-23 05:00:00+00
288511,burgerking,124746,2015-12-23 05:00:00+00
288761,Dominos,29274,2015-12-23 05:00:00+00
288914,Dominos,29274,2015-12-24 05:00:00+00
288930,tacobell,53490,2015-12-24 05:00:00+00
289342,DunkinDonuts,2579,2015-12-24 05:00:00+00
289461,sonicdrivein,8309,2015-12-24 05:00:00+00
289556,chipotle,16284,2015-12-24 05:00:00+00
289619,McDonalds,15283,2015-12-24 05:00:00+00
290056,wendys,65026,2015-12-24 05:00:00+00
290337,PizzaHut,5872,2015-12-24 05:00:00+00
290627,burgerking,124231,2015-12-24 05:00:00+00
290716,KFC,38727,2015-12-24 05:00:00+00
290982,McDonalds,15306,2015-12-25 05:00:00+00
291587,tacobell,53490,2015-12-25 05:00:00+00
291648,DunkinDonuts,2547,2015-12-25 05:00:00+00
291696,chipotle,17115,2015-12-25 05:00:00+00
291829,wendys,61349,2015-12-25 05:00:00+00
291962,burgerking,139440,2015-12-25 05:00:00+00
292138,Dominos,30057,2015-12-25 05:00:00+00
292403,sonicdrivein,12830,2015-12-25 05:00:00+00
292832,PizzaHut,5789,2015-12-25 05:00:00+00
293027,KFC,36758,2015-12-25 05:00:00+00
293285,McDonalds,15702,2015-12-26 05:00:00+00
293565,Dominos,41324,2015-12-26 05:00:00+00
294056,chipotle,17429,2015-12-26 05:00:00+00
294259,wendys,65263,2015-12-26 05:00:00+00
294288,sonicdrivein,27304,2015-12-26 05:00:00+00
294364,PizzaHut,5791,2015-12-26 05:00:00+00
294394,KFC,34406,2015-12-26 05:00:00+00
294519,tacobell,92586,2015-12-26 05:00:00+00
294529,DunkinDonuts,2397,2015-12-26 05:00:00+00
294580,burgerking,157034,2015-12-26 05:00:00+00
295755,McDonalds,15588,2015-12-28 05:00:00+00
296084,sonicdrivein,36764,2015-12-28 05:00:00+00
296447,chipotle,11029,2015-12-28 05:00:00+00
296627,wendys,67252,2015-12-28 05:00:00+00
296631,Dominos,51004,2015-12-28 05:00:00+00
296844,tacobell,107242,2015-12-28 05:00:00+00
296856,KFC,32917,2015-12-28 05:00:00+00
296858,PizzaHut,5576,2015-12-28 05:00:00+00
297191,burgerking,169951,2015-12-28 05:00:00+00
297436,DunkinDonuts,2390,2015-12-28 05:00:00+00
297583,PizzaHut,5584,2015-12-29 05:00:00+00
297945,wendys,69386,2015-12-29 05:00:00+00
298302,chipotle,8712,2015-12-29 05:00:00+00
298307,sonicdrivein,36451,2015-12-29 05:00:00+00
298322,Dominos,67453,2015-12-29 05:00:00+00
299004,DunkinDonuts,2374,2015-12-29 05:00:00+00
299260,McDonalds,15777,2015-12-29 05:00:00+00
299446,tacobell,111273,2015-12-29 05:00:00+00
299687,burgerking,174069,2015-12-29 05:00:00+00
299704,KFC,32963,2015-12-29 05:00:00+00
299829,sonicdrivein,35863,2015-12-30 05:00:00+00
300204,DunkinDonuts,2374,2015-12-30 05:00:00+00
300358,tacobell,111273,2015-12-30 05:00:00+00
300442,KFC,21419,2015-12-30 05:00:00+00
300466,PizzaHut,5638,2015-12-30 05:00:00+00
300708,chipotle,7208,2015-12-30 05:00:00+00
300929,Dominos,67453,2015-12-30 05:00:00+00
301060,wendys,71746,2015-12-30 05:00:00+00
301383,McDonalds,15777,2015-12-30 05:00:00+00
301753,burgerking,176504,2015-12-30 05:00:00+00
302067,burgerking,180524,2015-12-31 05:00:00+00
302282,tacobell,111985,2015-12-31 05:00:00+00
302480,McDonalds,15950,2015-12-31 05:00:00+00
302787,DunkinDonuts,2393,2015-12-31 05:00:00+00
303477,Dominos,73968,2015-12-31 05:00:00+00
303491,chipotle,5384,2015-12-31 05:00:00+00
303616,sonicdrivein,35354,2015-12-31 05:00:00+00
303863,wendys,70473,2015-12-31 05:00:00+00
304231,PizzaHut,5705,2015-12-31 05:00:00+00
304321,KFC,9205,2015-12-31 05:00:00+00
304415,Dominos,73968,2016-01-01 05:00:00+00
